PACKET_ID,PACKET_TYPE_Control_Packet,CONTROL_PACKET_TYPE_DIO,CONTROL_PACKET_TYPE_App1_CBR,CONTROL_PACKET_TYPE_DAO,SOURCE_ID,RECEIVER_ID,NW_LAYER_ARRIVAL_TIME(US),MAC_LAYER_ARRIVAL_TIME(US),PHY_LAYER_OVERHEAD(Bytes),PACKET_STATUS_Successful,PACKET_STATUS_Collided,Class Type
0,1,1,0,0,14,9,24283107,24283107,6,1,0,1
278,0,0,1,0,1,3,5540000,5540000,6,1,0,2
0,1,1,0,0,12,14,15771528,15771528,6,0,1,1
62,0,0,1,0,1,4,6154967,6154967,0,1,0,0
308,0,0,1,0,1,4,30223539,30223539,0,1,0,0
0,1,1,0,0,3,9,25576303,25576303,6,0,0,1
180,0,0,1,0,1,3,3580000,3580000,6,1,0,0
51,0,0,1,0,1,3,1000000,1000000,6,1,0,0
0,1,0,0,0,10,5,51182593,51182593,0,1,0,2
0,1,0,0,0,10,3,6053000,6053000,6,1,0,2
547,0,0,1,0,1,4,53669018,53669018,0,1,0,0
275,0,0,1,0,2,6,53338484,53338484,6,1,0,0
0,1,1,0,0,3,1,68821398,68821398,6,1,0,1
0,1,0,0,0,10,14,14310000,14310000,6,0,1,1
0,1,1,0,0,11,3,71577964,71577964,6,1,0,1
436,0,0,1,0,2,8,84686093,84686093,0,1,0,0
357,0,0,1,0,1,4,55864048,55864048,0,1,0,2
0,1,1,0,0,13,11,16113086,16113086,6,1,0,1
125,0,0,1,0,1,3,2480000,2480000,6,1,0,0
0,1,0,0,0,2,3,6292000,6292000,6,1,0,2
513,0,0,1,0,1,5,50291235,50291235,0,1,0,0
236,0,0,1,0,2,8,45780289,45780289,0,1,0,0
24,0,0,1,0,1,4,2401577,2401577,0,1,0,0
143,0,0,1,0,1,4,14110100,14110100,0,1,0,0
478,0,0,1,0,1,4,46854566,46854566,0,1,0,0
0,1,1,0,0,4,14,99637027,99637027,6,1,0,0
512,0,0,1,0,1,3,10220000,10220000,6,1,0,0
0,1,0,0,0,2,3,4283000,4283000,6,1,0,2
394,0,0,1,0,1,3,7860000,7860000,6,1,0,0
245,0,0,1,0,1,3,4880000,4880000,6,1,0,2
399,0,0,1,0,1,5,39079863,39079863,0,1,0,0
249,0,0,1,0,1,3,4960000,4960000,6,1,0,2
196,0,0,1,0,1,3,3900000,3900000,6,1,0,0
76,0,0,1,0,1,4,7494730,7494730,0,1,0,0
70,0,0,1,0,2,8,16927168,16927168,0,1,0,1
305,0,0,1,0,1,5,29941652,29941652,0,1,0,0
74,0,0,1,0,1,3,1460000,1460000,6,1,0,0
541,0,0,1,0,1,3,10800000,10800000,6,1,0,0
0,1,0,0,0,1,11,9570000,9570000,6,1,0,1
100,0,0,1,0,1,4,9876301,9876301,0,1,0,0
171,0,0,1,0,1,3,3400000,3400000,6,1,0,0
410,0,0,1,0,1,4,40184622,40184622,0,1,0,0
0,1,0,0,1,2,3,23008422,23008422,6,0,1,0
388,0,0,1,0,1,5,38010965,38010965,0,1,0,0
156,0,0,1,0,1,5,15334634,15334634,0,1,0,0
0,1,1,0,0,3,1,69307499,69307499,6,1,0,1
0,1,0,0,0,2,5,26671089,26671089,0,1,0,2
26,0,0,1,0,1,4,2533757,2533757,0,1,0,0
306,0,0,1,0,1,4,29954725,29954725,0,1,0,0
486,0,0,1,0,2,6,94413010,94413010,6,1,0,0
180,0,0,1,0,1,3,3580000,3580000,6,1,0,0
128,0,0,1,0,1,4,12568299,12568299,0,1,0,0
0,1,1,0,0,9,14,13346093,13346093,6,1,0,1
0,1,1,0,0,12,13,69378807,69378807,6,0,1,1
0,1,0,0,0,10,9,15045000,15045000,6,1,0,1
361,0,0,1,0,1,3,7200000,7200000,6,1,0,2
0,1,1,0,0,11,2,72726836,72726836,6,0,1,1
411,0,0,1,0,1,3,8200000,8200000,6,1,0,0
308,0,0,1,0,1,4,48169542,48169542,0,1,0,2
0,1,0,0,0,6,5,42654022,42654022,0,1,0,2
401,0,0,1,0,1,4,39251552,39251552,0,1,0,0
0,1,1,0,0,15,4,73887864,73887864,6,0,1,1
237,0,0,1,0,2,6,45941176,45941176,6,1,0,0
406,0,0,1,0,1,5,63342847,63342847,0,1,0,2
0,1,0,0,0,10,3,4524000,4524000,6,1,0,2
0,1,1,0,0,12,5,69771516,69771516,6,1,0,1
254,0,0,1,0,2,6,49250498,49250498,6,1,0,0
551,0,0,1,0,1,3,11000000,11000000,6,1,0,0
127,0,0,1,0,1,3,2520000,2520000,6,1,0,2
0,1,1,0,0,5,11,70576210,70576210,6,1,0,1
181,0,0,1,0,1,4,30770057,30770057,0,1,0,2
351,0,0,1,0,1,4,54838841,54838841,0,1,0,2
467,0,0,1,0,1,5,45851356,45851356,0,1,0,0
351,0,0,1,0,1,4,34366357,34366357,0,1,0,0
366,0,0,1,0,1,4,35853117,35853117,0,1,0,0
0,1,0,0,0,10,2,43100000,43100000,6,1,0,1
79,0,0,1,0,1,4,7788633,7788633,0,1,0,0
347,0,0,1,0,1,5,34030963,34030963,0,1,0,0
0,1,0,0,0,10,4,27693138,27693138,0,1,0,2
259,0,0,1,0,1,3,5160000,5160000,6,1,0,0
0,1,1,0,0,14,11,13302435,13302435,6,1,0,1
472,0,0,1,0,1,3,9420000,9420000,6,1,0,0
0,1,0,0,0,10,3,4798000,4798000,6,1,0,2
0,1,1,0,0,9,14,23803996,23803996,6,1,0,1
0,1,0,0,0,10,4,36556643,36556643,0,1,0,2
77,0,0,1,0,1,4,7644097,7644097,0,1,0,0
306,0,0,1,0,1,4,30006957,30006957,0,1,0,0
25,0,0,1,0,1,5,2505097,2505097,0,1,0,0
0,1,1,0,0,6,15,92624246,92624246,6,1,0,1
0,1,0,0,0,6,5,64156286,64156286,0,1,0,2
467,0,0,1,0,2,8,90799087,90799087,0,1,0,0
155,0,0,1,0,1,5,15277313,15277313,0,1,0,0
345,0,0,1,0,1,3,6880000,6880000,6,1,0,0
0,1,0,0,0,10,3,4333000,4333000,6,1,0,2
435,0,0,1,0,2,8,84566255,84566255,0,1,0,0
140,0,0,1,0,1,5,13727563,13727563,0,1,0,0
558,0,0,1,0,1,4,54733081,54733081,0,1,0,0
391,0,0,1,0,1,4,38311665,38311665,0,1,0,0
515,0,0,1,0,1,5,50527559,50527559,0,1,0,0
0,1,1,0,0,13,3,11191886,11191886,6,1,0,1
453,0,0,1,0,1,3,9040000,9040000,6,1,0,0
8,0,0,1,0,1,3,140000,140000,6,1,0,0
219,0,0,1,0,1,5,36858612,36858612,0,1,0,2
0,1,1,0,0,5,4,68862467,68862467,6,0,1,1
248,0,0,1,0,1,3,4940000,4940000,6,1,0,0
481,0,0,1,0,1,5,47162724,47162724,0,1,0,0
0,1,0,0,0,10,9,43590000,43590000,6,0,1,1
463,0,0,1,0,2,7,90072665,90072665,0,1,0,0
198,0,0,1,0,1,5,19490877,19490877,0,1,0,0
276,0,0,1,0,2,8,53546222,53546222,0,1,0,0
237,0,0,1,0,2,7,45987998,45987998,0,1,0,0
122,0,0,1,0,1,3,2420000,2420000,6,1,0,2
560,0,0,1,0,1,4,54906197,54906197,0,1,0,0
409,0,0,1,0,1,5,40097970,40097970,0,1,0,0
0,1,0,0,0,1,3,10055000,10055000,6,1,0,1
444,0,0,1,0,2,8,86243421,86243421,0,1,0,0
0,1,0,0,0,10,6,14070000,14070000,6,0,1,1
360,0,0,1,0,1,3,7180000,7180000,6,1,0,0
0,1,0,0,0,2,5,45760039,45760039,0,1,0,2
480,0,0,1,0,1,3,9580000,9580000,6,1,0,0
81,0,0,1,0,1,5,8076951,8076951,0,1,0,0
0,1,1,0,0,9,15,15439824,15439824,6,1,0,1
513,0,0,1,0,1,5,50321800,50321800,0,1,0,0
0,1,0,0,0,1,2,40455000,40455000,6,1,0,1
124,0,0,1,0,1,3,2460000,2460000,6,1,0,0
381,0,0,1,0,1,5,59402818,59402818,0,1,0,2
0,1,1,0,0,6,15,92753526,92753526,6,1,0,1
190,0,0,1,0,1,4,18644781,18644781,0,1,0,0
237,0,0,1,0,2,7,45961562,45961562,0,1,0,0
0,1,0,0,0,10,3,2283000,2283000,6,1,0,2
396,0,0,1,0,1,5,38767400,38767400,0,1,0,0
0,1,1,0,0,12,11,8879269,8879269,6,0,1,1
0,1,1,0,0,3,13,93861246,93861246,6,1,0,1
384,0,0,1,0,1,4,37592835,37592835,0,1,0,0
0,1,0,0,0,2,3,4864000,4864000,6,1,0,2
0,1,0,0,0,10,3,4122000,4122000,6,1,0,2
0,1,1,0,0,11,5,9864566,9864566,6,1,0,1
411,0,0,1,0,1,4,40272828,40272828,0,1,0,0
109,0,0,1,0,1,4,10719792,10719792,0,1,0,0
161,0,0,1,0,1,3,3200000,3200000,6,1,0,2
213,0,0,1,0,1,4,20890468,20890468,0,1,0,0
0,1,0,0,0,10,4,24345560,24345560,0,1,0,2
0,1,0,0,1,4,9,82010140,82010140,6,0,1,0
0,1,0,0,0,2,4,64399125,64399125,0,1,0,2
0,1,0,0,0,6,5,21875284,21875284,0,1,0,2
0,1,0,0,0,6,5,53056631,53056631,0,1,0,2
0,1,0,0,1,3,9,51057980,51057980,6,1,0,0
199,0,0,1,0,1,5,19559656,19559656,0,1,0,0
435,0,0,1,0,2,8,84539819,84539819,0,1,0,0
265,0,0,1,0,1,3,5280000,5280000,6,1,0,0
209,0,0,1,0,1,4,20563409,20563409,0,1,0,0
41,0,0,1,0,1,4,4101114,4101114,0,1,0,0
462,0,0,1,0,2,8,89779894,89779894,0,1,0,0
0,1,0,0,0,6,5,43228069,43228069,0,1,0,2
174,0,0,1,0,1,5,17122740,17122740,0,1,0,0
539,0,0,1,0,1,3,10760000,10760000,6,1,0,0
0,1,1,0,0,9,15,24733626,24733626,6,1,0,1
0,1,0,0,0,2,3,4955000,4955000,6,1,0,2
0,1,0,0,0,6,5,27100392,27100392,0,1,0,2
0,1,1,0,0,9,15,69525276,69525276,6,0,1,1
0,1,1,0,0,13,4,72981523,72981523,6,0,1,1
0,1,1,0,0,5,11,18532871,18532871,6,1,0,1
235,0,0,1,0,1,3,4680000,4680000,6,1,0,0
30,0,0,1,0,1,4,2938875,2938875,0,1,0,0
415,0,0,1,0,1,4,40625683,40625683,0,1,0,0
169,0,0,1,0,1,3,3360000,3360000,6,1,0,2
449,0,0,1,0,1,4,43961264,43961264,0,1,0,0
267,0,0,1,0,1,4,26186536,26186536,0,1,0,0
366,0,0,1,0,1,5,35799270,35799270,0,1,0,0
0,1,1,0,0,6,10,71075595,71075595,6,1,0,1
0,1,0,0,0,1,13,6550000,6550000,6,0,1,1
0,1,1,0,0,12,3,93471163,93471163,6,1,0,1
0,1,1,0,0,13,1,11912552,11912552,6,0,1,1
0,1,1,0,0,3,2,14865763,14865763,6,0,1,1
488,0,0,1,0,2,7,94821768,94821768,0,1,0,0
296,0,0,1,0,1,4,29048504,29048504,0,1,0,0
488,0,0,1,0,1,3,9740000,9740000,6,1,0,0
0,1,0,0,0,10,14,14835000,14835000,6,1,0,1
426,0,0,1,0,2,8,82788465,82788465,0,1,0,0
0,1,1,0,0,3,9,73329865,73329865,6,0,1,1
335,0,0,1,0,1,3,6680000,6680000,6,1,0,0
432,0,0,1,0,2,8,83945323,83945323,0,1,0,0
48,0,0,1,0,1,4,4711258,4711258,0,1,0,0
472,0,0,1,0,2,8,91693429,91693429,0,1,0,0
44,0,0,1,0,1,5,4413500,4413500,0,1,0,0
262,0,0,1,0,1,3,5220000,5220000,6,1,0,0
533,0,0,1,0,1,3,10640000,10640000,6,1,0,0
168,0,0,1,0,1,5,28613018,28613018,0,1,0,2
369,0,0,1,0,1,5,36169116,36169116,0,1,0,0
235,0,0,1,0,1,3,4680000,4680000,6,1,0,0
417,0,0,1,0,1,5,40901806,40901806,0,1,0,0
0,1,0,0,0,2,4,62815066,62815066,0,1,0,2
251,0,0,1,0,1,3,5000000,5000000,6,1,0,2
20,0,0,1,0,1,5,1960059,1960059,0,1,0,0
403,0,0,1,0,1,5,39527165,39527165,0,1,0,0
490,0,0,1,0,2,7,95272581,95272581,0,1,0,0
177,0,0,1,0,1,3,3520000,3520000,6,1,0,0
0,1,1,0,0,13,1,15352185,15352185,6,0,1,1
0,1,0,0,1,2,3,47008059,47008059,6,1,0,0
178,0,0,1,0,1,3,3540000,3540000,6,1,0,0
453,0,0,1,0,2,8,88019322,88019322,0,1,0,0
447,0,0,1,0,2,8,86835068,86835068,0,1,0,0
313,0,0,1,0,1,5,30721014,30721014,0,1,0,0
0,1,0,0,0,1,2,8260000,8260000,6,1,0,1
276,0,0,1,0,1,5,27095900,27095900,0,1,0,0
143,0,0,1,0,1,5,22666188,22666188,0,1,0,2
393,0,0,1,0,1,4,61314844,61314844,0,1,0,2
320,0,0,1,0,1,3,6380000,6380000,6,1,0,2
511,0,0,1,0,1,4,50108758,50108758,0,1,0,0
139,0,0,1,0,1,3,2760000,2760000,6,1,0,0
297,0,0,1,0,1,3,5920000,5920000,6,1,0,0
0,1,1,0,0,11,2,73208689,73208689,6,0,1,1
559,0,0,1,0,1,3,11160000,11160000,6,1,0,0
0,1,0,0,0,6,5,27117517,27117517,0,1,0,2
0,1,0,0,0,10,6,6785000,6785000,6,1,0,1
148,0,0,1,0,1,4,14509778,14509778,0,1,0,0
545,0,0,1,0,1,5,53503058,53503058,0,1,0,0
0,1,0,0,0,10,4,38390756,38390756,0,1,0,2
490,0,0,1,0,2,8,95253489,95253489,0,1,0,0
0,1,0,0,0,1,12,9940000,9940000,6,0,1,1
182,0,0,1,0,1,4,17908124,17908124,0,1,0,0
0,1,1,0,0,11,1,21484209,21484209,6,1,0,1
0,1,0,0,0,2,4,32212594,32212594,0,1,0,2
0,1,1,0,0,13,12,17402994,17402994,6,0,1,1
315,0,0,1,0,1,5,30841705,30841705,0,1,0,0
248,0,0,1,0,2,8,48187648,48187648,0,1,0,0
0,1,0,0,0,2,5,25000684,25000684,0,1,0,2
0,1,1,0,0,13,5,15574486,15574486,6,0,1,1
0,1,0,0,0,6,5,58039735,58039735,0,1,0,2
204,0,0,1,0,1,5,20000238,20000238,0,1,0,0
0,1,0,0,0,2,5,62139322,62139322,0,1,0,2
456,0,0,1,0,1,3,9100000,9100000,6,1,0,0
0,1,0,0,0,2,3,5028000,5028000,6,1,0,2
66,0,0,1,0,1,5,6512598,6512598,0,1,0,0
0,1,1,0,0,6,4,13067500,13067500,6,0,1,1
0,1,0,0,0,2,3,4037000,4037000,6,1,0,2
179,0,0,1,0,1,3,3560000,3560000,6,1,0,0
0,1,1,0,0,13,14,18346395,18346395,6,0,1,1
176,0,0,1,0,1,4,17333283,17333283,0,1,0,0
202,0,0,1,0,1,5,34169459,34169459,0,1,0,2
0,1,1,0,0,3,2,17073942,17073942,6,1,0,1
351,0,0,1,0,1,3,7000000,7000000,6,1,0,0
441,0,0,1,0,1,4,43209660,43209660,0,1,0,0
0,1,0,0,0,6,3,5147000,5147000,6,1,0,2
248,0,0,1,0,2,6,48082502,48082502,6,1,0,0
541,0,0,1,0,1,5,53082002,53082002,0,1,0,0
0,1,1,0,0,3,13,73766393,73766393,6,1,0,1
263,0,0,1,0,1,3,5240000,5240000,6,1,0,0
280,0,0,1,0,2,6,54311814,54311814,6,1,0,0
0,1,0,0,0,10,15,14175000,14175000,6,1,0,1
0,1,0,0,0,6,3,2506000,2506000,6,1,0,2
0,1,0,0,0,1,3,6815000,6815000,6,0,1,1
450,0,0,1,0,2,7,87425100,87425100,0,1,0,0
401,0,0,1,0,1,3,8000000,8000000,6,1,0,0
0,1,1,0,0,15,12,22123131,22123131,6,0,1,1
466,0,0,1,0,2,7,90551214,90551214,0,1,0,0
0,1,1,0,0,13,3,16086644,16086644,6,0,1,1
0,1,0,0,0,10,6,10495000,10495000,6,0,1,1
0,1,0,0,0,10,4,9450000,9450000,6,0,1,1
283,0,0,1,0,1,5,27715613,27715613,0,1,0,0
0,1,0,0,0,6,3,5760000,5760000,6,0,1,2
0,1,1,0,0,13,14,17502801,17502801,6,0,1,1
339,0,0,1,0,1,5,57299856,57299856,0,1,0,2
0,1,0,0,0,2,3,2843000,2843000,6,1,0,2
481,0,0,1,0,1,4,47155090,47155090,0,1,0,0
0,1,0,0,0,10,5,25954924,25954924,0,1,0,2
385,0,0,1,0,1,3,7680000,7680000,6,1,0,2
28,0,0,1,0,1,4,2766272,2766272,0,1,0,0
543,0,0,1,0,1,4,53283007,53283007,0,1,0,0
0,1,1,0,0,4,11,17204217,17204217,6,0,1,1
191,0,0,1,0,1,3,3800000,3800000,6,1,0,0
177,0,0,1,0,1,5,17424354,17424354,0,1,0,0
275,0,0,1,0,1,3,5480000,5480000,6,1,0,2
0,1,0,0,0,2,4,60585814,60585814,0,1,0,2
486,0,0,1,0,1,3,9700000,9700000,6,1,0,0
97,0,0,1,0,1,3,1920000,1920000,6,1,0,0
0,1,0,0,0,10,4,56201386,56201386,0,1,0,2
405,0,0,1,0,1,3,8080000,8080000,6,1,0,2
0,1,0,0,0,6,4,33955112,33955112,0,1,0,2
0,1,0,0,0,10,5,23102336,23102336,0,1,0,2
154,0,0,1,0,1,5,15136068,15136068,0,1,0,0
0,1,1,0,0,12,2,72193986,72193986,6,0,1,1
108,0,0,1,0,1,3,2140000,2140000,6,1,0,0
339,0,0,1,0,1,4,53056801,53056801,0,1,0,2
449,0,0,1,0,1,5,43955840,43955840,0,1,0,0
0,1,1,0,0,9,5,93439700,93439700,6,1,0,1
258,0,0,1,0,2,7,50072908,50072908,0,1,0,0
0,1,1,0,0,9,3,25888315,25888315,6,1,0,1
28,0,0,1,0,1,4,2725818,2725818,0,1,0,0
0,1,0,0,0,10,15,45740000,45740000,6,1,0,1
0,1,0,0,0,10,4,40200363,40200363,0,1,0,2
0,1,0,0,0,10,5,22513947,22513947,0,1,0,2
331,0,0,1,0,1,5,32418394,32418394,0,1,0,0
486,0,0,1,0,1,3,9700000,9700000,6,1,0,0
435,0,0,1,0,2,8,84516903,84516903,0,1,0,0
0,1,1,0,0,13,12,23902621,23902621,6,1,0,1
0,1,0,0,0,1,12,5585000,5585000,6,1,0,1
0,1,0,0,0,10,14,58835000,58835000,6,0,1,1
0,1,1,0,0,3,12,24979792,24979792,6,0,1,1
509,0,0,1,0,2,8,98942574,98942574,0,1,0,0
0,1,0,0,0,2,3,2962000,2962000,6,0,1,2
101,0,0,1,0,1,3,2000000,2000000,6,1,0,0
455,0,0,1,0,2,8,88478390,88478390,0,1,0,0
16,0,0,1,0,1,5,1545553,1545553,0,1,0,0
472,0,0,1,0,2,6,91687686,91687686,6,1,0,0
172,0,0,1,0,1,4,26890518,26890518,0,1,0,2
0,1,0,0,0,2,5,63726216,63726216,0,1,0,2
0,1,0,0,0,10,5,58175692,58175692,0,1,0,2
177,0,0,1,0,1,3,3520000,3520000,6,1,0,0
488,0,0,1,0,1,3,9740000,9740000,6,1,0,0
266,0,0,1,0,1,5,26045123,26045123,0,1,0,0
250,0,0,1,0,1,5,42212324,42212324,0,1,0,2
0,1,1,0,0,12,2,23906655,23906655,6,0,1,1
0,1,0,0,0,6,3,2668000,2668000,6,0,1,2
380,0,0,1,0,1,5,64302988,64302988,0,1,0,2
0,1,0,0,0,10,5,62284060,62284060,0,1,0,2
0,1,0,0,0,10,4,40750499,40750499,0,1,0,2
91,0,0,1,0,1,4,9048620,9048620,0,1,0,0
0,1,1,0,0,1,11,31434,31434,6,1,0,0
0,1,1,0,0,14,9,25986966,25986966,6,1,0,1
0,1,1,0,0,13,11,72087880,72087880,6,1,0,1
0,1,0,0,0,10,3,2365000,2365000,6,1,0,2
456,0,0,1,0,1,4,44711553,44711553,0,1,0,0
0,1,1,0,0,4,1,68815256,68815256,6,0,1,1
0,1,0,0,0,6,3,5807000,5807000,6,1,0,2
330,0,0,1,0,1,3,6580000,6580000,6,1,0,0
112,0,0,1,0,1,5,11000013,11000013,0,1,0,0
248,0,0,1,0,1,5,24375756,24375756,0,1,0,0
0,1,0,0,0,2,5,23623594,23623594,0,1,0,2
0,1,0,0,1,2,6,49998194,49998194,6,1,0,0
213,0,0,1,0,1,5,20896182,20896182,0,1,0,0
0,1,1,0,0,13,11,70352258,70352258,6,1,0,1
468,0,0,1,0,1,5,45901988,45901988,0,1,0,0
0,1,1,0,0,6,2,10138773,10138773,6,0,1,1
427,0,0,1,0,2,7,82951591,82951591,0,1,0,0
0,1,0,0,0,2,3,5322000,5322000,6,1,0,2
0,1,0,0,0,2,3,1736000,1736000,6,1,0,2
383,0,0,1,0,1,3,7640000,7640000,6,1,0,0
19,0,0,1,0,1,3,360000,360000,6,1,0,0
533,0,0,1,0,1,3,10640000,10640000,6,1,0,0
0,1,0,0,0,2,3,2433000,2433000,6,1,0,2
413,0,0,1,0,1,4,40443831,40443831,0,1,0,0
0,1,1,0,0,13,1,93245639,93245639,6,0,1,1
0,1,1,0,0,7,13,3774483,3774483,6,1,0,0
0,1,0,0,0,1,13,12025000,12025000,6,0,0,1
0,1,1,0,0,13,4,13672060,13672060,6,0,1,1
0,1,1,0,0,5,11,11618926,11618926,6,0,1,1
386,0,0,1,0,1,3,7700000,7700000,6,1,0,0
340,0,0,1,0,1,5,33320934,33320934,0,1,0,0
0,1,1,0,0,13,4,9229939,9229939,6,0,1,1
241,0,0,1,0,1,5,23684962,23684962,0,1,0,0
0,1,1,0,0,4,9,24363096,24363096,6,0,1,1
554,0,0,1,0,1,3,11060000,11060000,6,1,0,0
0,1,0,0,0,2,3,4105000,4105000,6,1,0,2
0,1,0,0,0,10,4,33105443,33105443,0,1,0,2
466,0,0,1,0,2,6,90519690,90519690,6,1,0,0
530,0,0,1,0,1,3,10580000,10580000,6,1,0,0
0,1,1,0,0,12,9,16189968,16189968,6,0,1,1
0,1,0,0,0,2,4,35592145,35592145,0,1,0,2
0,1,1,0,0,5,12,70140964,70140964,6,1,0,1
0,1,1,0,0,15,4,71117778,71117778,6,1,0,1
487,0,0,1,0,2,8,94652882,94652882,0,1,0,0
0,1,1,0,0,12,15,24810441,24810441,6,0,1,1
497,0,0,1,0,1,5,48729781,48729781,0,1,0,0
188,0,0,1,0,1,3,3740000,3740000,6,1,0,2
0,1,1,0,0,12,3,69669349,69669349,6,1,0,1
0,1,0,0,0,10,3,5075000,5075000,6,0,1,2
0,1,0,0,0,10,4,40631472,40631472,0,1,0,2
0,1,0,0,0,10,14,11335000,11335000,6,1,0,1
0,1,0,0,0,1,4,6580000,6580000,6,0,1,1
510,0,0,1,0,2,6,99084994,99084994,6,1,0,0
0,1,0,0,0,10,9,43310000,43310000,6,1,0,1
0,1,0,0,0,2,4,25064540,25064540,0,1,0,2
0,1,1,0,0,2,3,415422,415422,6,0,1,0
101,0,0,1,0,1,3,2000000,2000000,6,1,0,0
0,1,1,0,0,3,13,24490360,24490360,6,0,1,1
46,0,0,1,0,1,3,900000,900000,6,1,0,0
0,1,0,0,0,6,4,49632629,49632629,0,1,0,2
0,1,0,0,0,2,3,2545000,2545000,6,1,0,2
507,0,0,1,0,1,5,49762226,49762226,0,1,0,0
204,0,0,1,0,1,4,20084423,20084423,0,1,0,0
0,1,1,0,0,13,4,70895100,70895100,6,0,1,1
0,1,1,0,0,14,4,14267311,14267311,6,1,0,1
0,1,0,0,0,10,3,6308000,6308000,6,1,0,2
0,1,1,0,0,15,13,13993873,13993873,6,1,0,1
0,1,1,0,0,8,3,417747,417747,6,0,1,0
443,0,0,1,0,1,3,8840000,8840000,6,1,0,0
0,1,0,0,0,10,6,58945000,58945000,6,1,0,1
0,1,0,0,0,1,13,40785000,40785000,6,0,0,1
501,0,0,1,0,1,3,10000000,10000000,6,1,0,0
0,1,0,0,0,6,4,27521714,27521714,0,1,0,2
0,1,1,0,0,12,15,73512030,73512030,6,1,0,1
245,0,0,1,0,2,8,47596930,47596930,0,1,0,0
0,1,1,0,0,4,1,13365683,13365683,6,0,1,1
532,0,0,1,0,1,4,52159762,52159762,0,1,0,0
333,0,0,1,0,1,4,32621608,32621608,0,1,0,0
0,1,0,0,0,10,5,58907260,58907260,0,1,0,2
364,0,0,1,0,1,4,35631802,35631802,0,1,0,0
411,0,0,1,0,1,4,40303713,40303713,0,1,0,0
428,0,0,1,0,1,3,8540000,8540000,6,1,0,0
501,0,0,1,0,1,5,49187513,49187513,0,1,0,0
313,0,0,1,0,1,5,30691089,30691089,0,1,0,0
0,1,1,0,0,2,11,17509074,17509074,6,0,1,1
554,0,0,1,0,1,4,54404711,54404711,0,1,0,0
0,1,0,0,0,2,5,28367226,28367226,0,1,0,2
215,0,0,1,0,1,5,21091763,21091763,0,1,0,0
0,1,1,0,0,12,2,11501650,11501650,6,1,0,1
127,0,0,1,0,1,4,12538054,12538054,0,1,0,0
535,0,0,1,0,1,3,10680000,10680000,6,1,0,0
19,0,0,1,0,1,5,1892183,1892183,0,1,0,0
358,0,0,1,0,1,3,7140000,7140000,6,1,0,2
0,1,0,0,0,1,5,38910000,38910000,6,1,0,1
0,1,0,0,0,10,5,25317646,25317646,0,1,0,2
0,1,1,0,0,13,10,975141,975141,6,1,0,0
0,1,0,0,0,2,4,23757344,23757344,0,1,0,2
0,1,0,0,0,10,4,35688715,35688715,0,1,0,2
0,1,1,0,0,3,14,72160150,72160150,6,0,1,1
268,0,0,1,0,1,5,41740363,41740363,0,1,0,2
0,1,0,0,0,10,2,10270000,10270000,6,0,1,1
11,0,0,1,0,1,5,1069127,1069127,0,1,0,0
0,1,1,0,0,6,9,71036161,71036161,6,0,1,1
406,0,0,1,0,1,5,39795974,39795974,0,1,0,0
261,0,0,1,0,1,4,25606478,25606478,0,1,0,0
458,0,0,1,0,2,7,89087460,89087460,0,1,0,0
0,1,1,0,0,13,11,16102745,16102745,6,1,0,1
0,1,1,0,0,11,2,9642747,9642747,6,0,1,1
0,1,1,0,0,1,3,3106982,3106982,6,1,0,0
349,0,0,1,0,1,5,34161254,34161254,0,1,0,0
439,0,0,1,0,2,8,85335990,85335990,0,1,0,0
320,0,0,1,0,1,5,50147235,50147235,0,1,0,2
0,1,1,0,0,6,9,70554125,70554125,6,0,1,1
321,0,0,1,0,1,5,31424674,31424674,0,1,0,0
0,1,0,0,0,2,4,41659146,41659146,0,1,0,2
56,0,0,1,0,1,4,5557819,5557819,0,1,0,0
498,0,0,1,0,1,3,9940000,9940000,6,1,0,0
266,0,0,1,0,1,3,5300000,5300000,6,1,0,2
469,0,0,1,0,2,6,91103688,91103688,6,1,0,0
489,0,0,1,0,2,7,95065998,95065998,0,1,0,0
0,1,1,0,0,9,14,92735153,92735153,6,1,0,1
0,1,0,0,0,10,6,6595000,6595000,6,1,0,1
294,0,0,1,0,1,4,28853212,28853212,0,1,0,0
0,1,1,0,0,9,15,97498647,97498647,6,1,0,1
370,0,0,1,0,1,3,7380000,7380000,6,1,0,0
268,0,0,1,0,1,3,5340000,5340000,6,1,0,0
202,0,0,1,0,1,5,19815217,19815217,0,1,0,0
103,0,0,1,0,1,3,2040000,2040000,6,1,0,0
0,1,1,0,0,14,10,17439327,17439327,6,1,0,1
488,0,0,1,0,1,5,47891701,47891701,0,1,0,0
0,1,0,0,0,2,4,52293184,52293184,0,1,0,2
424,0,0,1,0,1,4,66185629,66185629,0,1,0,2
410,0,0,1,0,1,3,8180000,8180000,6,1,0,0
95,0,0,1,0,1,4,9375679,9375679,0,1,0,0
447,0,0,1,0,1,3,8920000,8920000,6,1,0,0
0,1,1,0,0,3,13,1671654,1671654,6,1,0,0
0,1,0,0,0,2,4,68130154,68130154,0,1,0,2
0,1,1,0,0,6,4,13005566,13005566,6,0,1,1
407,0,0,1,0,1,4,39897253,39897253,0,1,0,0
0,1,0,0,0,2,3,4595000,4595000,6,1,0,2
0,1,1,0,0,5,3,24837548,24837548,6,1,0,1
0,1,0,0,0,6,5,56479830,56479830,0,1,0,2
